iters,fevals,fitness,time
0,2,55.0,0.0029997825622558594
1,4,55.0,0.003999948501586914
2,6,55.0,0.003999948501586914
3,8,55.0,0.003999948501586914
4,10,55.0,0.003999948501586914
5,12,55.0,0.003999948501586914
6,14,55.0,0.003999948501586914
7,16,55.0,0.003999948501586914
8,18,59.0,0.003999948501586914
9,20,59.0,0.003999948501586914
10,22,59.0,0.003999948501586914
11,24,59.0,0.003999948501586914
12,26,59.0,0.003999948501586914
13,28,59.0,0.003999948501586914
14,30,59.0,0.003999948501586914
15,32,60.0,0.003999948501586914
16,35,59.0,0.004999876022338867
17,37,59.0,0.004999876022338867
18,41,59.0,0.004999876022338867
19,43,58.0,0.004999876022338867
20,45,58.0,0.004999876022338867
21,47,58.0,0.004999876022338867
22,49,58.0,0.004999876022338867
23,53,57.0,0.004999876022338867
24,55,60.0,0.004999876022338867
25,58,55.0,0.004999876022338867
26,60,55.0,0.004999876022338867
27,63,58.0,0.004999876022338867
28,65,58.0,0.004999876022338867
29,67,58.0,0.004999876022338867
30,69,58.0,0.004999876022338867
31,71,58.0,0.004999876022338867
32,73,58.0,0.004999876022338867
33,75,58.0,0.004999876022338867
34,77,58.0,0.00599980354309082
35,79,58.0,0.00599980354309082
36,81,58.0,0.00599980354309082
37,83,58.0,0.00599980354309082
38,85,58.0,0.00599980354309082
39,87,58.0,0.00599980354309082
40,89,58.0,0.00599980354309082
41,91,58.0,0.00599980354309082
42,93,58.0,0.00599980354309082
43,95,58.0,0.00599980354309082
44,97,57.0,0.00599980354309082
45,99,57.0,0.00599980354309082
46,101,57.0,0.00599980354309082
47,104,62.0,0.00599980354309082
48,106,62.0,0.00599980354309082
49,108,62.0,0.00599980354309082
50,110,62.0,0.00599980354309082
51,112,62.0,0.00599980354309082
52,114,62.0,0.00599980354309082
53,116,62.0,0.00599980354309082
54,118,62.0,0.00599980354309082
55,120,62.0,0.00599980354309082
56,123,61.0,0.00599980354309082
57,125,60.0,0.00599980354309082
58,128,61.0,0.006999969482421875
59,130,61.0,0.006999969482421875
60,132,61.0,0.006999969482421875
61,134,61.0,0.006999969482421875
62,136,61.0,0.006999969482421875
63,138,60.0,0.006999969482421875
64,140,60.0,0.006999969482421875
65,142,60.0,0.006999969482421875
66,144,60.0,0.006999969482421875
67,146,60.0,0.006999969482421875
68,148,60.0,0.006999969482421875
69,150,60.0,0.006999969482421875
70,152,60.0,0.006999969482421875
71,154,57.0,0.006999969482421875
72,156,57.0,0.006999969482421875
73,158,57.0,0.006999969482421875
74,161,55.0,0.006999969482421875
75,163,55.0,0.006999969482421875
76,165,55.0,0.006999969482421875
77,167,55.0,0.006999969482421875
78,170,56.0,0.006999969482421875
79,172,57.0,0.006999969482421875
80,174,57.0,0.006999969482421875
81,176,57.0,0.006999969482421875
82,178,57.0,0.006999969482421875
83,180,57.0,0.006999969482421875
84,182,57.0,0.006999969482421875
85,184,57.0,0.006999969482421875
86,186,57.0,0.007999897003173828
87,188,57.0,0.007999897003173828
88,190,57.0,0.007999897003173828
89,192,57.0,0.007999897003173828
90,194,57.0,0.007999897003173828
91,196,57.0,0.007999897003173828
92,198,57.0,0.007999897003173828
93,200,57.0,0.007999897003173828
94,202,57.0,0.007999897003173828
95,204,57.0,0.007999897003173828
96,206,56.0,0.007999897003173828
97,208,56.0,0.007999897003173828
98,210,56.0,0.007999897003173828
99,212,56.0,0.007999897003173828
100,214,56.0,0.007999897003173828
101,216,56.0,0.007999897003173828
102,218,57.0,0.007999897003173828
103,221,56.0,0.007999897003173828
104,223,56.0,0.007999897003173828
105,226,57.0,0.007999897003173828
106,228,57.0,0.007999897003173828
107,230,57.0,0.007999897003173828
108,233,58.0,0.008999824523925781
109,235,58.0,0.008999824523925781
110,237,58.0,0.008999824523925781
111,240,56.0,0.008999824523925781
112,242,58.0,0.008999824523925781
113,244,58.0,0.008999824523925781
114,246,58.0,0.008999824523925781
115,248,58.0,0.008999824523925781
116,250,58.0,0.008999824523925781
117,252,58.0,0.008999824523925781
118,254,56.0,0.008999824523925781
119,256,56.0,0.008999824523925781
120,258,56.0,0.008999824523925781
121,260,56.0,0.008999824523925781
122,262,56.0,0.008999824523925781
123,264,56.0,0.008999824523925781
124,266,56.0,0.008999824523925781
125,268,56.0,0.008999824523925781
126,270,56.0,0.008999824523925781
127,272,56.0,0.008999824523925781
128,275,57.0,0.008999824523925781
129,277,57.0,0.008999824523925781
130,280,61.0,0.008999824523925781
131,282,61.0,0.008999824523925781
132,284,61.0,0.008999824523925781
133,286,61.0,0.009999990463256836
134,288,61.0,0.009999990463256836
135,290,61.0,0.009999990463256836
136,292,61.0,0.009999990463256836
137,294,61.0,0.009999990463256836
