iters,fevals,fitness,time
0,25346,8660.600640479188,0.07200002670288086
1,25397,8660.600640479188,0.07200002670288086
2,25447,8660.600640479188,0.07200002670288086
3,25498,8631.890532836689,0.07200002670288086
4,25548,8665.818431898533,0.07200002670288086
5,25599,8629.405728991998,0.07200002670288086
6,25650,8658.115836634497,0.07299995422363281
7,25701,8629.405728991998,0.07299995422363281
8,25752,8629.405728991998,0.07299995422363281
9,25802,8629.405728991998,0.07299995422363281
10,25852,8658.115836634497,0.07299995422363281
11,25902,8635.202242592464,0.07299995422363281
12,25953,8635.202242592464,0.07299995422363281
13,26004,8635.202242592464,0.07399988174438477
14,26055,8635.202242592464,0.07399988174438477
15,26106,8635.202242592464,0.07399988174438477
16,26157,8635.202242592464,0.07399988174438477
17,26208,8635.202242592464,0.07399988174438477
18,26258,8635.202242592464,0.07399988174438477
19,26309,8649.460658063988,0.07399988174438477
20,26360,8629.405728991998,0.07500004768371582
21,26411,8633.76383035913,0.07500004768371582
22,26462,8672.264458339308,0.07500004768371582
23,26513,8672.264458339308,0.07500004768371582
24,26564,8672.264458339308,0.07500004768371582
25,26614,8642.9048378565,0.07500004768371582
26,26665,8642.999416134026,0.07500004768371582
27,26716,8650.71722688725,0.07500004768371582
28,26767,8650.71722688725,0.07599997520446777
29,26818,8658.115836634497,0.07599997520446777
30,26869,8658.115836634497,0.07599997520446777
31,26920,8645.499435467904,0.07599997520446777
32,26971,8645.499435467904,0.07599997520446777
33,27022,8672.264458339308,0.07599997520446777
34,27073,8672.264458339308,0.07599997520446777
35,27124,8672.264458339308,0.07699990272521973
36,27174,8672.264458339308,0.07699990272521973
37,27225,8672.264458339308,0.07699990272521973
38,27276,8665.818431898533,0.07699990272521973
39,27327,8665.818431898533,0.07699990272521973
40,27378,8665.818431898533,0.07699990272521973
41,27429,8665.818431898533,0.07699990272521973
42,27479,8665.818431898533,0.07800006866455078
43,27530,8665.818431898533,0.07800006866455078
44,27581,8665.818431898533,0.07800006866455078
45,27631,8665.818431898533,0.07800006866455078
46,27682,8665.818431898533,0.07800006866455078
47,27732,8665.818431898533,0.07800006866455078
48,27782,8642.9048378565,0.07899999618530273
49,27833,8651.94546190868,0.07899999618530273
50,27884,8665.818431898533,0.07899999618530273
51,27935,8664.727280965732,0.07899999618530273
52,27986,8664.727280965732,0.07899999618530273
53,28037,8668.303235743224,0.07899999618530273
54,28088,8664.727280965732,0.07999992370605469
55,28138,8651.94546190868,0.07999992370605469
56,28189,8658.115836634497,0.07999992370605469
57,28240,8651.94546190868,0.07999992370605469
58,28290,8665.818431898533,0.07999992370605469
